dpqs, 100.000000, 559.241000, 403.951000, 0.000024
quick, 100.000000, 647.982000, 462.603000, 0.000005
dpqs, 200.000000, 1354.829000, 917.420000, 0.000061
quick, 200.000000, 1552.117000, 1048.461000, 0.000034
dpqs, 300.000000, 2245.292000, 1481.705000, 0.000045
quick, 300.000000, 2583.344000, 1700.969000, 0.000070
dpqs, 400.000000, 3215.399000, 2077.210000, 0.000066
quick, 400.000000, 3668.050000, 2413.037000, 0.000040
dpqs, 500.000000, 4196.324000, 2713.663000, 0.000109
quick, 500.000000, 4829.279000, 3157.951000, 0.000139
dpqs, 600.000000, 5223.081000, 3342.634000, 0.000138
quick, 600.000000, 5983.266000, 3899.616000, 0.000091
dpqs, 700.000000, 6266.243000, 3961.089000, 0.000309
quick, 700.000000, 7237.011000, 4699.982000, 0.001720
dpqs, 800.000000, 7353.660000, 4645.998000, 0.000087
quick, 800.000000, 8522.737000, 5527.662000, 0.000108
dpqs, 900.000000, 8407.941000, 5366.378000, 0.000200
quick, 900.000000, 9703.379000, 6251.956000, 0.000103
dpqs, 1000.000000, 9603.190000, 6015.672000, 0.000113
quick, 1000.000000, 11064.871000, 7122.666000, 0.000379
dpqs, 1100.000000, 10737.334000, 6752.157000, 0.000135
quick, 1100.000000, 12387.213000, 8007.073000, 0.000113
dpqs, 1200.000000, 11867.682000, 7416.859000, 0.000173
quick, 1200.000000, 13645.993000, 8792.098000, 0.000319
dpqs, 1300.000000, 12974.641000, 8201.259000, 0.000171
quick, 1300.000000, 14933.255000, 9616.469000, 0.000129
dpqs, 1400.000000, 14259.602000, 9004.946000, 0.000323
quick, 1400.000000, 16424.197000, 10690.753000, 0.000328
dpqs, 1500.000000, 15452.671000, 9737.671000, 0.000176
quick, 1500.000000, 17820.086000, 11584.475000, 0.000336
dpqs, 1600.000000, 16693.989000, 10517.437000, 0.000374
quick, 1600.000000, 19243.553000, 12525.064000, 0.000223
dpqs, 1700.000000, 17842.640000, 11216.455000, 0.000312
quick, 1700.000000, 20642.204000, 13508.262000, 0.000385
dpqs, 1800.000000, 19025.951000, 12090.158000, 0.000306
quick, 1800.000000, 21982.834000, 14315.502000, 0.000422
dpqs, 1900.000000, 20380.645000, 12817.183000, 0.000304
quick, 1900.000000, 23492.252000, 15251.600000, 0.000331
dpqs, 2000.000000, 21509.908000, 13691.341000, 0.000457
quick, 2000.000000, 24958.273000, 16253.508000, 0.000404
dpqs, 2100.000000, 22739.408000, 14436.791000, 0.000380
quick, 2100.000000, 26362.455000, 17248.065000, 0.000232
dpqs, 2200.000000, 24026.996000, 15192.022000, 0.000489
quick, 2200.000000, 27964.730000, 18304.544000, 0.000330
dpqs, 2300.000000, 25309.081000, 16086.756000, 0.000548
quick, 2300.000000, 29197.353000, 19147.224000, 0.000381
dpqs, 2400.000000, 26468.836000, 16932.130000, 0.000564
quick, 2400.000000, 30837.136000, 20215.651000, 0.000439
dpqs, 2500.000000, 27828.140000, 17793.722000, 0.000479
quick, 2500.000000, 32355.299000, 21507.056000, 0.000519
dpqs, 2600.000000, 29061.695000, 18546.500000, 0.000391
quick, 2600.000000, 33991.954000, 22479.277000, 0.000572
dpqs, 2700.000000, 30390.033000, 19451.762000, 0.000749
quick, 2700.000000, 35374.155000, 23346.600000, 0.001100
