R, 2440, 3282, 12937, 7572.240234, 2053.410400
S, 2450, 5130, 7832, 7395.080078, 457.469818
R, 2450, 3577, 14081, 7585.390137, 2195.724121
S, 2460, 5727, 7858, 7508.959961, 271.050385
R, 2460, 3232, 14668, 7447.979980, 2180.125244
S, 2470, 5201, 7845, 7524.060059, 377.322449
R, 2470, 3693, 13118, 7469.740234, 2287.029785
S, 2480, 5552, 7992, 7520.149902, 448.973785
R, 2480, 3721, 15179, 7946.950195, 2355.041992
S, 2490, 5854, 7977, 7584.270020, 383.646027
R, 2490, 3326, 15907, 7660.129883, 2345.666992
S, 2500, 5229, 8108, 7532.899902, 477.308136
R, 2500, 3165, 14134, 7695.279785, 2272.869873
S, 2510, 5900, 8063, 7590.459961, 431.524719
R, 2510, 3326, 13150, 7630.770020, 2230.323975
S, 2520, 6025, 8186, 7679.919922, 329.718048
R, 2520, 3546, 14170, 8190.839844, 2372.060303
S, 2530, 5972, 8076, 7747.100098, 280.506836
R, 2530, 3514, 17403, 8275.209961, 2604.776367
S, 2540, 5936, 8182, 7733.520020, 393.913818
R, 2540, 2539, 13924, 7934.680176, 2179.534424
S, 2550, 5341, 8151, 7712.549805, 523.632996
R, 2550, 3306, 17117, 8073.220215, 2769.211426
S, 2560, 6105, 8229, 7853.450195, 263.628571
R, 2560, 3959, 14821, 8179.020020, 2287.520752
S, 2570, 5355, 8211, 7726.209961, 512.838806
R, 2570, 3831, 14768, 8037.770020, 2517.766602
S, 2580, 7042, 8313, 7936.180176, 221.919388
R, 2580, 3784, 14520, 8441.469727, 2532.793945
S, 2590, 5797, 8311, 7897.100098, 455.396576
R, 2590, 3452, 16466, 8571.559570, 2627.453125
S, 2600, 5974, 8326, 7922.819824, 463.898743
R, 2600, 4070, 18369, 8426.500000, 2488.664307
S, 2610, 5292, 8442, 7910.109863, 510.499695
R, 2610, 3789, 14281, 7918.370117, 2143.843018
S, 2620, 6133, 8406, 7985.140137, 371.694763
R, 2620, 3627, 18726, 8017.859863, 2794.818604
S, 2630, 5409, 8505, 8083.279785, 337.686127
R, 2630, 4021, 15952, 8013.020020, 2498.261475
S, 2640, 6226, 8462, 8024.490234, 417.890503
R, 2640, 3736, 21774, 8584.780273, 2950.729248
